postime,ID,lon,lat,distance,sog,cog,draught,wind_u,wind_v,Hs,Tp,heading_wave,current_u,current_v
2022-11-06 02:16:14,0_217,111.18476,-23.930995,0.99,18.6,340.0,12.5,2.4424390292072067,8.837629750096944,2.5734291547133075,8.402611776550684,193.70777048906493,-0.19889235534671587,-0.1441293864613212
2022-11-06 02:23:45,0_217,111.17109,-23.894183,2.33,18.6,344.0,12.5,2.449600826268317,8.769805650830785,2.567711879409094,8.406217742669583,193.72356514027356,-0.20796570337351847,-0.14904100687947747
2022-11-06 02:26:32,0_217,111.166025,-23.880295,0.88,19.0,344.0,12.5,2.4519452587354453,8.743226064538057,2.5655424394667685,8.40764746869509,193.7296524201591,-0.2096872598332605,-0.14903858111880988
2022-11-06 02:30:51,0_217,111.158065,-23.858983,1.35,18.8,344.0,12.5,2.455253733588958,8.700642015239021,2.562149525245784,8.409930746199844,193.73834981041242,-0.21083744647474675,-0.14837387227597798
2022-11-06 02:34:21,0_217,111.1517,-23.841715,1.09,18.7,344.0,12.5,2.4577879502819164,8.66491102954926,2.559370212855353,8.411858667131483,193.7458001623926,-0.2106533412284436,-0.1467974352890129
2022-11-06 02:36:50,0_217,111.147123,-23.829397,0.78,18.8,344.0,12.5,2.4594759830471604,8.638830412509005,2.5573716841586576,8.413271365492182,193.7508738402206,-0.2108429298220774,-0.14457629848387005
2022-11-06 02:37:56,0_217,111.14509,-23.82394,0.34,18.5,344.0,12.5,2.4602041144317415,8.627099433990315,2.5564810954206925,8.413908137532374,193.75309661882756,-0.21169972009259824,-0.14292396973456048
2022-11-06 02:41:33,0_217,111.13834,-23.806085,1.13,18.7,344.0,12.5,2.4625162960398357,8.587803862314976,2.5535338526738616,8.416042174596964,193.76000741157833,-0.2144304098841806,-0.13671888400946247
2022-11-06 02:45:45,0_217,111.13049,-23.785502,1.3,18.6,344.0,12.5,2.4651468253454434,8.540843757372194,2.55007986093381,8.418601673901005,193.76783039373214,-0.21746851414855545,-0.12801278772359515
2022-11-06 02:50:33,0_217,111.121573,-23.761937,1.49,18.6,344.0,12.5,2.4681930779410632,8.485348217170843,2.546077517178373,8.421654132147914,193.77710743223648,-0.2208626435710292,-0.11598874511914517
2022-11-06 02:56:02,0_217,111.111567,-23.734997,1.7,18.6,345.0,12.5,2.4706961660646147,8.422317547156846,2.5414417739310835,8.425307314018394,193.78864896555444,-0.22797988035352953,-0.10349084474470537
2022-11-06 02:59:44,0_217,111.10493,-23.716893,1.14,18.5,345.0,12.5,2.4710174053693885,8.380451219385694,2.5382820053867095,8.427865523796845,193.79695313371124,-0.23486179526403328,-0.0967596004731148
2022-11-06 03:04:08,0_217,111.096907,-23.695295,1.36,18.5,343.0,12.5,2.4821058398780442,8.34929391358783,2.534194567125489,8.431427792202138,193.80864524845398,-0.24298974904062465,-0.08874817732726391
2022-11-06 03:07:02,0_217,111.091445,-23.681128,0.9,18.6,343.0,12.5,2.489362273962086,8.328614055191048,2.531456993833275,8.433847969704612,193.81538810822454,-0.24853500675217838,-0.08344534889267406
2022-11-06 03:10:15,0_217,111.085392,-23.665425,1.0,18.7,343.0,12.5,2.4969686322186444,8.304770561111834,2.528395985575429,8.436590316429829,193.8227348201618,-0.25459262630942237,-0.07784176506979773
2022-11-06 03:11:08,0_217,111.08369,-23.661107,0.27,18.3,343.0,12.5,2.4989616520843216,8.298036347884366,2.527547917080941,8.437354501914053,193.82454247988278,-0.25529194198616906,-0.07713235639396111
2022-11-06 03:16:08,0_217,111.074247,-23.636647,1.55,18.6,343.0,12.5,2.509693780606893,8.2585587170759,2.5227175342662846,8.441774209267633,193.835504818767,-0.2582070551984813,-0.07199372601215591
2022-11-06 03:20:38,0_217,111.065647,-23.614615,1.4,18.7,342.0,12.5,2.5184544013927996,8.220908898141152,2.518304943192904,8.44588666092372,193.84462439217623,-0.2616218024030633,-0.06846468511328291
2022-11-06 03:23:50,0_217,111.059502,-23.598902,1.0,18.8,343.0,12.5,2.524201697964351,8.192867581718167,2.5151275502809796,8.448894364311855,193.85086669425772,-0.26453554603102736,-0.0666105031982979
2022-11-06 03:26:44,0_217,111.053993,-23.584588,0.91,18.8,343.0,12.5,2.5291081090466014,8.166510647113654,2.5122202577397448,8.451686218822466,193.85679118561256,-0.26752434079300125,-0.06540477772861837
2022-11-06 03:31:03,0_217,111.04583,-23.56336,1.35,18.8,343.0,12.5,2.5359326865429823,8.125750774555616,2.5078566912240228,8.455937780113755,193.86553291851254,-0.26794134613562953,-0.06223856571138835
2022-11-06 03:32:57,0_217,111.042235,-23.553927,0.6,18.9,343.0,12.5,2.5387312519138,8.107106305815881,2.505911125746626,8.457858741744696,193.8694095878292,-0.26805192742112666,-0.06088028852407954
2022-11-06 03:35:26,0_217,111.03755,-23.541763,0.77,18.6,343.0,12.5,2.5422771526029653,8.08232390854188,2.5033671627357785,8.460388745477465,193.87430751035762,-0.2682276031076752,-0.05923221113674089
2022-11-06 03:41:09,0_217,111.026737,-23.513798,1.77,18.6,343.0,12.5,2.549808727159222,8.022802367595448,2.497443154594627,8.466370222310898,193.88519711408978,-0.2687336643523115,-0.05587492342845192
2022-11-06 03:44:08,0_217,111.021055,-23.49905,0.94,18.9,343.0,12.5,2.5533579876144206,7.990711655411773,2.494323908230617,8.469563827119819,193.8905340004669,-0.26881708430757134,-0.05441741787731971
2022-11-06 03:46:50,0_217,111.015903,-23.48581,0.84,18.7,343.0,12.5,2.5561564880329803,7.968527522320675,2.491851290043853,8.471991710697232,193.89225639909807,-0.2660564960043738,-0.054053632031814486
2022-11-06 03:48:45,0_217,111.01226,-23.476405,0.6,18.8,343.0,12.5,2.557823087238964,7.952645021208984,2.4900940943852277,8.47372076127668,193.89352453535164,-0.2640347971900586,-0.05375777883371482
2022-11-06 03:52:39,0_217,111.00499,-23.457242,1.21,18.6,343.0,12.5,2.560447193042128,7.919978602382785,2.4865184810526375,8.477256085858377,193.89674458686162,-0.2597422154980662,-0.05306627284517383
2022-11-06 04:02:52,0_217,110.986366,-23.407371,3.15,18.5,342.0,12.5,2.5797009345229984,7.856433295394301,2.477085175755615,8.485506402635696,193.92200840601802,-0.247945415344486,-0.051511186780488494
2022-11-06 04:07:51,0_217,110.977293,-23.382722,1.56,18.8,343.0,12.5,2.6093006864186736,7.8519871132166585,2.472831388179112,8.488099913371332,193.94056654001116,-0.24126845648601405,-0.048179383951816965
2022-11-06 04:09:26,0_217,110.97433,-23.374738,0.5,18.9,343.0,12.5,2.618521512727716,7.849787630782391,2.471447261961542,8.488981617953554,193.94616856958146,-0.23905471961255162,-0.047095009110859135
2022-11-06 04:12:38,0_217,110.9685,-23.35897,1.0,18.8,343.0,12.5,2.6373035746786275,7.844669702149977,2.4686651195734406,8.490792008704002,193.95764644097855,-0.2345744345135632,-0.044981620865155864
